"argomento_normalizzato","lemma_normalizzato","occorrenze_lemma","chiave_semantica","varianti_nella_chiave_semantica","macrocategoria","occorrenze_macrocategoria","esito_revisione","blocco_principale","testo_originale","azione_editoriale","gruppo_editoriale","tipo_accorpamento","occorrenze_gruppo_editoriale","tipo_indicatore","natura","occorrenze_in_slide_distinte","area","codice_blocco","titolo_blocco","file","numero_slide","titolo_slide","stato_verifica_contenuto","data_verifica_contenuto","hash_verifica_contenuto","riferimento"
"output immediato","output immediato","1","immed output","1","","0","voce specifica autonoma","","Output immediato","mantenere autonoma","lemma: output immediato","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Programmazione","PR03.01","Fondamenti Micro:bit","pr03-01-microbit.html","3","Microcontrollore","non verificata","","","pr03-01-microbit.html#slide-3"
"output principale","output principale","1","output principal","1","sicurezza e vulnerabilita","7","voce specifica di macrocategoria","SD05 · Assessment, compliance e dati personali","Output principale","rimandare al blocco principale","macrocategoria: sicurezza e vulnerabilita","macrocategoria","6","etichetta","contenuto","1","Sicurezza Digitale","SD05","Assessment, Compliance e Dati Personali","sd05-assessment.html","2","Vulnerability Assessment","non verificata","","","sd05-assessment.html#slide-2"
"p f","p f","1","f p","1","","0","voce specifica autonoma","","¬p=F","mantenere autonoma","lemma: p f","voce autonoma o già distinta","1","grassetto","contenuto","1","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","14","Negazione","non verificata","","","su03-03-fondamenti-matematici.html#slide-14"
"p q","p q","1","p q","1","","0","voce specifica autonoma","","p∧q","mantenere autonoma","lemma: p q","voce autonoma o già distinta","1","intestazione_tabella","contenuto","1","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","18","Tabella di verità","non verificata","","","su03-03-fondamenti-matematici.html#slide-18"
"p v","p v","1","p v","1","","0","voce specifica autonoma","","¬p=V","mantenere autonoma","lemma: p v","voce autonoma o già distinta","1","grassetto","contenuto","1","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","14","Negazione","non verificata","","","su03-03-fondamenti-matematici.html#slide-14"
"pacchetto","pacchetto","1","pacchett","1","project management","24","voce specifica di macrocategoria","PM01 · Introduzione al Project Management","pacchetto","rimandare al blocco principale","macrocategoria: project management","macrocategoria","22","grassetto","contenuto","1","Programmazione","PR05.02","Python: strumenti e applicazioni","pr05-02-python-strumenti.html","12","Moduli e pacchetti organizzano il progetto","non verificata","","","pr05-02-python-strumenti.html#slide-12"
"pagamento contactless serve il contatto ravvicinato","pagamento contactless serve il contatto ravvicinato","1","contactless contatt pagament ravvicin serv","1","reti e connettivita","72","voce specifica di macrocategoria","RW01.01 · Reti informatiche e Internet","Pagamento contactless: serve il contatto ravvicinato","rimandare al blocco principale","macrocategoria: reti e connettivita","macrocategoria","67","didascalia","contenuto","1","Smartphones","SM02","Connessioni e reti mobili","sm02-connessioni-reti-mobili.html","6","NFC","non verificata","","","sm02-connessioni-reti-mobili.html#slide-6"
"pagare senza carta","pagare senza carta","1","cart pag senz","1","","0","voce specifica autonoma","","Pagare senza carta","mantenere autonoma","lemma: pagare senza carta","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Smartphones","SM10","Accessibilità e uso pratico","sm10-accessibilita-uso-pratico.html","10","Autonomia quotidiana","non verificata","","","sm10-accessibilita-uso-pratico.html#slide-10"
"pagina completa","pagina completa","1","complet pagin","1","","0","voce specifica autonoma","","🔑 Pagina completa","mantenere autonoma","lemma: pagina completa","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Reti e Web","RW02.03","Gestire e Archiviare Contenuti","rw02-03-contenuti.html","7","Salvare una pagina web","non verificata","","","rw02-03-contenuti.html#slide-7"
"paginazione","paginazione","1","paginzion","1","","0","voce specifica autonoma","","Paginazione","mantenere autonoma","lemma: paginazione","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Programmazione","PR05.02","Python: strumenti e applicazioni","pr05-02-python-strumenti.html","25","Autenticazione, pagine e limiti","non verificata","","","pr05-02-python-strumenti.html#slide-25"
"palazzo","palazzo","1","palazz","1","sistemi operativi","41","voce specifica di macrocategoria","HS03 · Sistemi operativi","palazzo","rimandare al blocco principale","macrocategoria: sistemi operativi","macrocategoria","40","grassetto","contenuto","1","Hardware e Software","HS04","OS: concetti fondamentali","hs04-os-concetti.html","4","Il sistema operativo non è un programma come gli altri","non verificata","","","hs04-os-concetti.html#slide-4"
"palette dei comandi","palette dei comandi","1","comand palett","1","identita visiva e branding","11","voce specifica di macrocategoria","RW03.04 · Farsi riconoscere","Palette dei comandi","rimandare al blocco principale","macrocategoria: identita visiva e branding","macrocategoria","10","titolo_h3","contenuto","1","Programmazione","PR04.02","Lavorare e scegliere","pr04-02-strumenti-ambiente.html","2","Il codice si legge saltando, non scorrendo","non verificata","","","pr04-02-strumenti-ambiente.html#slide-2"
"palette di 2-3 colori fissi","palette di 2-3 colori fissi","1","2 3 color fiss palett","1","identita visiva e branding","11","voce specifica di macrocategoria","RW03.04 · Farsi riconoscere","palette di 2-3 colori fissi","rimandare al blocco principale","macrocategoria: identita visiva e branding","macrocategoria","10","grassetto","contenuto","1","Reti e Web","RW03.04","Farsi riconoscere","rw03-04-branding.html","9","Logo e palette","non verificata","","","rw03-04-branding.html#slide-9"
"pan","pan","1","pan","1","reti e connettivita","72","voce specifica di macrocategoria","RW01.01 · Reti informatiche e Internet","PAN","rimandare al blocco principale","macrocategoria: reti e connettivita","macrocategoria","67","etichetta","contenuto","1","Reti e Web","RW01.01","Reti Informatiche e Internet","rw01-01-reti.html","3","Tipologie di reti","non verificata","","","rw01-01-reti.html#slide-3"
"paragrafi","paragrafi","1","paragraf","1","documenti e videoscrittura","34","voce specifica di macrocategoria","SU02.01 · Mettere tutto per iscritto","Paragrafi","rimandare al blocco principale","macrocategoria: documenti e videoscrittura","macrocategoria","22","titolo_h3","contenuto","1","Suite Ufficio","SU02.02","Word: scrivere e formattare","su02-02-word-scrivere-formattare.html","11","Formatta il listino di SU02.01","non verificata","","","su02-02-word-scrivere-formattare.html#slide-11"
"parametri sql mai concatenazione","parametri sql mai concatenazione","1","concatenzion mai parametr sql","1","","0","voce specifica autonoma","","Parametri SQL, mai concatenazione","mantenere autonoma","lemma: parametri sql mai concatenazione","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Programmazione","PR05.02","Python: strumenti e applicazioni","pr05-02-python-strumenti.html","28","Parametri SQL, mai concatenazione","non verificata","","","pr05-02-python-strumenti.html#slide-28"
"parametro finale","parametro finale","1","final parametr","1","fogli di calcolo","24","voce specifica di macrocategoria","SU03.01 · Sistema di lavoro","Parametro finale","rimandare al blocco principale","macrocategoria: fogli di calcolo","macrocategoria","21","etichetta","contenuto","1","Suite Ufficio","SU03.12","Query nei fogli di calcolo","su03-12-query-fogli-calcolo.html","4","La funzione QUERY in Google Sheets","non verificata","","","su03-12-query-fogli-calcolo.html#slide-4"
"parla","parla","1","parl","1","project management","24","voce specifica di macrocategoria","PM01 · Introduzione al Project Management","Parla","rimandare al blocco principale","macrocategoria: project management","macrocategoria","22","grassetto","contenuto","1","Programmazione","PR02.01","Introduzione a Scratch","pr02-01-introduzione.html","10","Progetto guidato: Abby e il Gatto","non verificata","","","pr02-01-introduzione.html#slide-10"
"parli anche per l'azienda","parli anche per l'azienda","1","anch aziend l parl","1","","0","voce specifica autonoma","","Parli anche per l'azienda","mantenere autonoma","lemma: parli anche per l'azienda","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Reti e Web","RW03.01","La tua identità online","rw03-01-identita.html","5","Parli anche per l'azienda","non verificata","","","rw03-01-identita.html#slide-5"
"parola chiave","parola chiave","1","chiav parol","3","","0","variante lessicale accorpata","","Parola chiave","usare la chiave editoriale comune","variante linguistica: chiav parol","variante linguistica","2","etichetta","contenuto","1","Reti e Web","RW03.03","VR, AR e Metaverso","rw03-03-vr-ar.html","3","Immersi in un mondo digitale","non verificata","","","rw03-03-vr-ar.html#slide-3"
"parole chiave","parole chiave","1","chiav parol","3","tipi di dato","81","voce specifica di macrocategoria","PR01.02 · Dati e codifica","parole chiave","rimandare al blocco principale","macrocategoria: tipi di dato","macrocategoria","64","grassetto","contenuto","1","Suite Ufficio","SU04.01","Dillo con una slide","su04-01-presentazioni.html","6","Meno testo, più gerarchia","non verificata","","","su04-01-presentazioni.html#slide-6"
"parole spia","parole spia","1","parol spia","1","tipi di dato","81","voce specifica di macrocategoria","PR01.02 · Dati e codifica","Parole spia","rimandare al blocco principale","macrocategoria: tipi di dato","macrocategoria","64","titolo_h3","contenuto","1","Intelligenza Artificiale","IA03","LLM — Large Language Models","ia03-llm.html","6","Il testo era generato","non verificata","","","ia03-llm.html#slide-6"
"partecipare via chat","partecipare via chat","1","chat partecip via","1","","0","voce specifica autonoma","","partecipare via chat","mantenere autonoma","lemma: partecipare via chat","voce autonoma o già distinta","1","grassetto","contenuto","1","Reti e Web","RW02.04","Collaborazione Digitale","rw02-04-collaborazione-digitale.html","24","Alzata di mano","non verificata","","","rw02-04-collaborazione-digitale.html#slide-24"
"partenza","partenza","1","partenz","1","","0","voce specifica autonoma","","Partenza","mantenere autonoma","lemma: partenza","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU03.10","Grafici nei fogli di calcolo","su03-10-grafici.html","17","Cascata: spiegare come cambia un totale","non verificata","","","su03-10-grafici.html#slide-17"
"partenza ragionevole","partenza ragionevole","1","partenz ragionevol","1","","0","voce specifica autonoma","","Partenza ragionevole","mantenere autonoma","lemma: partenza ragionevole","voce autonoma o già distinta","1","intestazione_tabella","contenuto","1","Programmazione","PR04.02","Lavorare e scegliere","pr04-02-strumenti-ambiente.html","13","Quale scegliere?","non verificata","","","pr04-02-strumenti-ambiente.html#slide-13"
"parti semplice","parti semplice","1","part semplic","1","","0","voce specifica autonoma","","Parti semplice","mantenere autonoma","lemma: parti semplice","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU03.12","Query nei fogli di calcolo","su03-12-query-fogli-calcolo.html","13","Come controllare una query","non verificata","","","su03-12-query-fogli-calcolo.html#slide-13"
"partizioni e formattazione","partizioni e formattazione","1","formattzion partizion","1","","0","voce specifica autonoma","","Partizioni e formattazione","mantenere autonoma","lemma: partizioni e formattazione","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Hardware e Software","HS02","Hard disk e file system","hs02-hard-disk-filesystem.html","8","Partizioni e formattazione","non verificata","","","hs02-hard-disk-filesystem.html#slide-8"
"parzialita","parzialita","1","parzial","1","applicazioni e software","61","voce specifica di macrocategoria","HS04 · Concetti fondamentali degli OS","Parzialità","rimandare al blocco principale","macrocategoria: applicazioni e software","macrocategoria","53","titolo_h3","contenuto","1","Programmazione","PR01.01","Introduzione alla programmazione","pr01-01-introduzione-programmazione.html","12","Cosa può calcolare un programma?","non verificata","","","pr01-01-introduzione-programmazione.html#slide-12"
"passaparola","passaparola","1","passaparol","1","social network","10","voce specifica di macrocategoria","RW03.05 · I social giusti","Passaparola","rimandare al blocco principale","macrocategoria: social network","macrocategoria","7","grassetto","contenuto","1","Reti e Web","RW03.05","I social giusti","rw03-05-social.html","2","Social media management","non verificata","","","rw03-05-social.html#slide-2"
"password deboli da evitare","password deboli da evitare","1","debol evit password","1","","0","voce specifica autonoma","","❌ Password deboli — da evitare","mantenere autonoma","lemma: password deboli da evitare","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Sicurezza Digitale","SD01","Introduzione alla Sicurezza Digitale","sd01-introduzione.html","14","Password: la prima linea di difesa","non verificata","","","sd01-introduzione.html#slide-14"
"password e sessioni","password e sessioni","1","password session","1","","0","voce specifica autonoma","","Password e sessioni","mantenere autonoma","lemma: password e sessioni","voce autonoma o già distinta","1","grassetto","contenuto","1","Hardware e Software","HS04","OS: concetti fondamentali","hs04-os-concetti.html","10","Utenti, privilegi e perché importano per la sicurezza","non verificata","","","hs04-os-concetti.html#slide-10"
"password forti cosi si fa","password forti cosi si fa","1","cosi fa fort password si","1","","0","voce specifica autonoma","","✅ Password forti — così si fa","mantenere autonoma","lemma: password forti cosi si fa","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Sicurezza Digitale","SD01","Introduzione alla Sicurezza Digitale","sd01-introduzione.html","14","Password: la prima linea di difesa","non verificata","","","sd01-introduzione.html#slide-14"
"password la prima linea di difesa","password la prima linea di difesa","1","difes line password prim","1","","0","voce specifica autonoma","","Password: la prima linea di difesa","mantenere autonoma","lemma: password la prima linea di difesa","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Sicurezza Digitale","SD01","Introduzione alla Sicurezza Digitale","sd01-introduzione.html","14","Password: la prima linea di difesa","non verificata","","","sd01-introduzione.html#slide-14"
"password riusate","password riusate","1","password rius","1","","0","voce specifica autonoma","","Password riusate","mantenere autonoma","lemma: password riusate","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Sicurezza Digitale","SD05","Assessment, Compliance e Dati Personali","sd05-assessment.html","12","Non si rompe la matematica: si aggira il sistema","non verificata","","","sd05-assessment.html#slide-12"
"password robusta","password robusta","1","password robust","2","","0","variante lessicale accorpata","","Password robusta","usare la chiave editoriale comune","variante linguistica: password robust","variante linguistica","2","titolo_h3","contenuto","1","Reti e Web","RW02.01","La Posta Elettronica","rw02-01-email.html","20","Buone pratiche di sicurezza","non verificata","","","rw02-01-email.html#slide-20"
"password robuste","password robuste","1","password robust","2","","0","variante lessicale accorpata","","Password robuste","usare la chiave editoriale comune","variante linguistica: password robust","variante linguistica","2","grassetto","contenuto","1","Sicurezza Digitale","SD01","Introduzione alla Sicurezza Digitale","sd01-introduzione.html","11","Sicurezza nella vita quotidiana","non verificata","","","sd01-introduzione.html#slide-11"
"patch","patch","1","patch","1","aggiornamenti e manutenzione software","32","voce specifica di macrocategoria","HS04 · Concetti fondamentali degli OS","Patch","rimandare al blocco principale","macrocategoria: aggiornamenti e manutenzione software","macrocategoria","21","titolo_h3","contenuto","1","Hardware e Software","HS05","Troubleshooting","hs05-troubleshooting.html","6","Aggiornamenti, patch, virus e disco","non verificata","","","hs05-troubleshooting.html#slide-6"
"patch di sicurezza","patch di sicurezza","1","patch sicurezz","1","aggiornamenti e manutenzione software","32","voce specifica di macrocategoria","HS04 · Concetti fondamentali degli OS","patch di sicurezza","rimandare al blocco principale","macrocategoria: aggiornamenti e manutenzione software","macrocategoria","21","grassetto","contenuto","1","Hardware e Software","HS04","OS: concetti fondamentali","hs04-os-concetti.html","7","Aggiornare OS e applicazioni: non rimandare","non verificata","","","hs04-os-concetti.html#slide-7"
"pattern","pattern","1","pattern","1","","0","voce specifica autonoma","","Pattern","mantenere autonoma","lemma: pattern","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Programmazione","PR02.02","Questionari con Scratch","pr02-02-questionario.html","16","Tre sprite, stessa logica","non verificata","","","pr02-02-questionario.html#slide-16"
"pattern distinti","pattern distinti","1","distint pattern","1","tipi di dato","81","voce specifica di macrocategoria","PR01.02 · Dati e codifica","Pattern distinti","rimandare al blocco principale","macrocategoria: tipi di dato","macrocategoria","64","titolo_h3","contenuto","1","Programmazione","PR03.02","Micro:bit CreateAI","pr03-02-createai.html","8","Live data","non verificata","","","pr03-02-createai.html#slide-8"
"pattern linguistici","pattern linguistici","1","linguistic pattern","1","","0","voce specifica autonoma","","Pattern linguistici","mantenere autonoma","lemma: pattern linguistici","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Intelligenza Artificiale","IA01","Concetti generali","ia01-concetti-generali.html","25","Riconoscere gli elaborati IA","non verificata","","","ia01-concetti-generali.html#slide-25"
"pause","pause","1","paus","1","","0","voce specifica autonoma","","Pause","mantenere autonoma","lemma: pause","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Programmazione","PR03.01","Fondamenti Micro:bit","pr03-01-microbit.html","12","Show leds e show string","non verificata","","","pr03-01-microbit.html#slide-12"
"pause regolari","pause regolari","1","paus regolar","1","","0","voce specifica autonoma","","Pause regolari","mantenere autonoma","lemma: pause regolari","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Reti e Web","RW03.02","Tecnologia e Società","rw03-02-societa.html","6","Come mantenere il controllo","non verificata","","","rw03-02-societa.html#slide-6"
"payment card industry data security standard","payment card industry data security standard","1","card data industry payment security standard","1","tipi di dato","81","voce specifica di macrocategoria","PR01.02 · Dati e codifica","Payment Card Industry Data Security Standard","rimandare al blocco principale","macrocategoria: tipi di dato","macrocategoria","64","grassetto","contenuto","1","Sicurezza Digitale","SD05","Assessment, Compliance e Dati Personali","sd05-assessment.html","7","Le principali normative","non verificata","","","sd05-assessment.html#slide-7"
"paypal","paypal","1","paypal","1","collegamenti ipertestuali","29","voce specifica di macrocategoria","RW01.04 · Ricerca e gestione delle informazioni","paypal","rimandare al blocco principale","macrocategoria: collegamenti ipertestuali","macrocategoria","26","grassetto","contenuto","1","Reti e Web","RW01.03","Domini e Indirizzi Internet","rw01-03-domini.html","8","Come leggere un URL sospetto","non verificata","","","rw01-03-domini.html#slide-8"
"pc / console / standalone","pc / console / standalone","1","consol pc standalon","1","","0","voce specifica autonoma","","PC / console / standalone","mantenere autonoma","lemma: pc / console / standalone","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Reti e Web","RW03.03","VR, AR e Metaverso","rw03-03-vr-ar.html","4","Come funziona un sistema VR","non verificata","","","rw03-03-vr-ar.html#slide-4"
"pci dss","pci dss","1","dss pci","1","","0","voce specifica autonoma","","💳 PCI DSS","mantenere autonoma","lemma: pci dss","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Sicurezza Digitale","SD05","Assessment, Compliance e Dati Personali","sd05-assessment.html","7","Le principali normative","non verificata","","","sd05-assessment.html#slide-7"
"pdf vs stampa fisica","pdf vs stampa fisica","1","fisic pdf stamp vs","1","","0","voce specifica autonoma","","PDF vs Stampa fisica","mantenere autonoma","lemma: pdf vs stampa fisica","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Reti e Web","RW02.03","Gestire e Archiviare Contenuti","rw02-03-contenuti.html","10","PDF vs Stampa fisica","non verificata","","","rw02-03-contenuti.html#slide-10"
"pec e spid","pec e spid","1","pec spid","1","posta elettronica","51","voce specifica di macrocategoria","RW02.01 · La posta elettronica","PEC e SPID","rimandare al blocco principale","macrocategoria: posta elettronica","macrocategoria","40","titolo_h2","contenuto","1","Reti e Web","RW03.01","La tua identità online","rw03-01-identita.html","4","PEC e SPID","non verificata","","","rw03-01-identita.html#slide-4"
"pec vs email normale","pec vs email normale","1","email normal pec vs","1","posta elettronica","51","voce specifica di macrocategoria","RW02.01 · La posta elettronica","PEC vs email normale","rimandare al blocco principale","macrocategoria: posta elettronica","macrocategoria","40","titolo_h2","contenuto","1","Reti e Web","RW03.01","La tua identità online","rw03-01-identita.html","8","PEC vs email normale","non verificata","","","rw03-01-identita.html#slide-8"
"penalita","penalita","1","penal","1","","0","voce specifica autonoma","","Penalità","mantenere autonoma","lemma: penalita","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Programmazione","PR02.02","Questionari con Scratch","pr02-02-questionario.html","18","Strade infinite","non verificata","","","pr02-02-questionario.html#slide-18"
"pendenza","pendenza","1","pendenz","1","","0","voce specifica autonoma","","Pendenza","mantenere autonoma","lemma: pendenza","voce autonoma o già distinta","1","grassetto","contenuto","1","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","28","Funzione affine","non verificata","","","su03-03-fondamenti-matematici.html#slide-28"
"penetration test","penetration test","1","penetration test","1","sicurezza e vulnerabilita","7","voce specifica di macrocategoria","SD05 · Assessment, compliance e dati personali","⚔️ Penetration Test","rimandare al blocco principale","macrocategoria: sicurezza e vulnerabilita","macrocategoria","6","intestazione_tabella","contenuto","1","Sicurezza Digitale","SD05","Assessment, Compliance e Dati Personali","sd05-assessment.html","5","VA vs Penetration Test","non verificata","","","sd05-assessment.html#slide-5"
"penetration tester","penetration tester","1","penetration tester","1","","0","voce specifica autonoma","","Penetration Tester","mantenere autonoma","lemma: penetration tester","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Sicurezza Digitale","SD04","Professioni nella Sicurezza Informatica","sd04-professioni.html","4","Penetration Tester","non verificata","","","sd04-professioni.html#slide-4"
"penna e percorsi","penna e percorsi","1","penn percors","1","","0","voce specifica autonoma","","Penna e percorsi","mantenere autonoma","lemma: penna e percorsi","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU01.03","Software Adobe","su01-03-adobe.html","5","Adobe Illustrator","non verificata","","","su01-03-adobe.html#slide-5"
"pensaci","pensaci","1","pensac","1","reti e connettivita","72","voce specifica di macrocategoria","RW01.01 · Reti informatiche e Internet","💡 Pensaci","rimandare al blocco principale","macrocategoria: reti e connettivita","macrocategoria","67","etichetta","contenuto","1","Hardware e Software","HS01","Dentro il computer","hs01-componenti.html","17","Cos'è una connessione ?","non verificata","","","hs01-componenti.html#slide-17"
"pensare per esempi","pensare per esempi","1","esemp pens","1","","0","voce specifica autonoma","","Pensare per esempi","mantenere autonoma","lemma: pensare per esempi","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Programmazione","PR03.02","Micro:bit CreateAI","pr03-02-createai.html","10","Pensare per esempi","non verificata","","","pr03-02-createai.html#slide-10"
"per a contatore","per a contatore","1","contator","3","programmazione","79","voce specifica di macrocategoria","PR01.01 · Introduzione alla programmazione","Per (a contatore)","rimandare al blocco principale","macrocategoria: programmazione","macrocategoria","64","titolo_h3","contenuto","1","Programmazione","PR01.04","Costrutti e verifica","pr01-04-costrutti-verifica.html","5","Le tre forme del ciclo","non verificata","","","pr01-04-costrutti-verifica.html#slide-5"
"per chi","per chi","1","chi","1","","0","voce specifica autonoma","","per chi","mantenere autonoma","lemma: per chi","voce autonoma o già distinta","1","grassetto","contenuto","1","Reti e Web","RW03.04","Farsi riconoscere","rw03-04-branding.html","8","Come profilare i clienti","non verificata","","","rw03-04-branding.html#slide-8"
"per chi inizia","per chi inizia","1","chi inizi","1","","0","voce specifica autonoma","","Per chi inizia","mantenere autonoma","lemma: per chi inizia","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Smartphones","SM03","Android e iOS","sm03-android-ios.html","12","Personalizzare l'esperienza","non verificata","","","sm03-android-ios.html#slide-12"
"per il focus","per il focus","1","focus","1","","0","voce specifica autonoma","","Per il focus","mantenere autonoma","lemma: per il focus","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Smartphones","SM03","Android e iOS","sm03-android-ios.html","12","Personalizzare l'esperienza","non verificata","","","sm03-android-ios.html#slide-12"
"per ogni","per ogni","1","ogni","1","","0","voce specifica autonoma","","Per ogni","mantenere autonoma","lemma: per ogni","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU03.03","Fondamenti matematici","su03-03-fondamenti-matematici.html","19","Quantificatori","non verificata","","","su03-03-fondamenti-matematici.html#slide-19"
"per ogni annidati uscite","per ogni annidati uscite","1","annid ogni usc","1","","0","voce specifica autonoma","","Per ogni, annidati, uscite","mantenere autonoma","lemma: per ogni annidati uscite","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Programmazione","PR01.04","Costrutti e verifica","pr01-04-costrutti-verifica.html","6","Per ogni, annidati, uscite","non verificata","","","pr01-04-costrutti-verifica.html#slide-6"
"per ogni elemento","per ogni elemento","1","element ogni","1","","0","voce specifica autonoma","","Per ogni elemento","mantenere autonoma","lemma: per ogni elemento","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Programmazione","PR01.04","Costrutti e verifica","pr01-04-costrutti-verifica.html","6","Per ogni, annidati, uscite","non verificata","","","pr01-04-costrutti-verifica.html#slide-6"
"per questo esiste","per questo esiste","1","esist quest","1","reti e connettivita","72","voce specifica di macrocategoria","RW01.01 · Reti informatiche e Internet","Per questo esiste","rimandare al blocco principale","macrocategoria: reti e connettivita","macrocategoria","67","etichetta","contenuto","1","Reti e Web","RW01.01","Reti Informatiche e Internet","rw01-01-reti.html","10","Rischi delle reti","non verificata","","","rw01-01-reti.html#slide-10"
"per te","per te","1","te","1","","0","voce specifica autonoma","","per te","mantenere autonoma","lemma: per te","voce autonoma o già distinta","1","grassetto","contenuto","1","Reti e Web","RW03.02","Tecnologia e Società","rw03-02-societa.html","3","La tecnologia e il nostro umore","non verificata","","","rw03-02-societa.html#slide-3"
"per tutti","per tutti","1","tutt","1","","0","voce specifica autonoma","","Per tutti","mantenere autonoma","lemma: per tutti","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Smartphones","SM03","Android e iOS","sm03-android-ios.html","12","Personalizzare l'esperienza","non verificata","","","sm03-android-ios.html#slide-12"
"per ultimo","per ultimo","1","ultim","1","","0","voce specifica autonoma","","per ultimo","mantenere autonoma","lemma: per ultimo","voce autonoma o già distinta","1","grassetto","contenuto","1","Reti e Web","RW02.01","La Posta Elettronica","rw02-01-email.html","7","Il campo Destinatario","non verificata","","","rw02-01-email.html#slide-7"
"per uso personale","per uso personale","1","personal uso","1","","0","voce specifica autonoma","","💡 Per uso personale","mantenere autonoma","lemma: per uso personale","voce autonoma o già distinta","1","etichetta","contenuto","1","Sicurezza Digitale","SD02","Minacce e Vulnerabilità","sd02-minacce.html","14","Antivirus vs EDR","non verificata","","","sd02-minacce.html#slide-14"
"percentuale","percentuale","1","percentual","1","","0","voce specifica autonoma","","Percentuale","mantenere autonoma","lemma: percentuale","voce autonoma o già distinta","1","titolo_h3","contenuto","1","Suite Ufficio","SU03.01","Il foglio di calcolo: sistema di lavoro","su03-01-sistema.html","7","Rendere i dati leggibili","non verificata","","","su03-01-sistema.html#slide-7"
"percentuale di riga colonna o totale","percentuale di riga colonna o totale","1","colonn percentual riga total","1","","0","voce specifica autonoma","","Percentuale di riga, colonna o totale?","mantenere autonoma","lemma: percentuale di riga colonna o totale","voce autonoma o già distinta","1","titolo_h2","contenuto","1","Suite Ufficio","SU03.09","Tabelle pivot avanzate","su03-09-tabelle-pivot-avanzate.html","4","Percentuale di riga, colonna o totale?","non verificata","","","su03-09-tabelle-pivot-avanzate.html#slide-4"
"perche — dati personali scambiati in rete","perche","4","perch","1","reti e connettivita","72","termine contestuale distinto","","Perché?","mantenere distinta per contesto","lemma: perche — dati personali scambiati in rete","voce autonoma o già distinta","1","grassetto","contenuto","1","Sicurezza Digitale","SD05","Assessment, Compliance e Dati Personali","sd05-assessment.html","8","Dati personali scambiati in rete","non verificata","","","sd05-assessment.html#slide-8"
"perche — il target di pubblico","perche","4","perch","1","","0","termine contestuale distinto","","Perché:","mantenere distinta per contesto","lemma: perche — il target di pubblico","voce autonoma o già distinta","1","principio","contenuto","1","Reti e Web","RW03.04","Farsi riconoscere","rw03-04-branding.html","7","Il target di pubblico","non verificata","","","rw03-04-branding.html#slide-7"
"perche — quale app per quale lavoro","perche","4","perch","1","applicazioni e software","61","termine contestuale distinto","","Perché","mantenere distinta per contesto","lemma: perche — quale app per quale lavoro","voce autonoma o già distinta","1","intestazione_tabella","contenuto","1","Suite Ufficio","SU01.03","Software Adobe","su01-03-adobe.html","9","Quale app per quale lavoro","non verificata","","","su01-03-adobe.html#slide-9"
"perche — quale scegliere","perche","4","perch","1","","0","termine contestuale distinto","","Perché","mantenere distinta per contesto","lemma: perche — quale scegliere","voce autonoma o già distinta","1","intestazione_tabella","contenuto","1","Programmazione","PR04.02","Lavorare e scegliere","pr04-02-strumenti-ambiente.html","13","Quale scegliere?","non verificata","","","pr04-02-strumenti-ambiente.html#slide-13"
